,"episode","week","Total_hosp","new_hosp","new_deaths","H_term","D_term","Lockdown_term","reward","action","delta","k0","error","initial_stage"
10245,1707,16,67208.8749045886,37918.7318360974,11934.0331134805,189593.659180487,11934.0331134805,261.075374438597,-201788.767668406,7,0,0.7,"False","med"
10246,1707,18,39678.3711249891,11203.9918223225,4991.44423242032,56019.9591116123,4991.44423242032,133.079583631318,-61144.4829276639,4,0,0.4,"False","med"
10247,1707,20,23291.9115291967,5923.6557314744,2079.00857271417,29618.278657372,2079.00857271417,196.144229148986,-31893.4314592352,5,0,0.5,"False","med"
10248,1708,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,118,0,0,"False","med"
10249,1708,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
10250,1708,14,163736.042779722,150752.668201972,37807.6611554721,753763.34100986,37807.6611554721,169.771736683259,-791740.773902015,77,0.7,0,"False","med"
10251,1708,16,108012.898734671,50028.0941785572,23526.5935982102,250140.470892786,23526.5935982102,193.883362247825,-273860.947853244,2,0,0.2,"False","med"
10252,1708,18,60789.3697535837,13454.1647577819,8022.61225229434,67270.8237889094,8022.61225229434,295.135346131975,-75588.5713873358,21,0.1,1,"False","med"
10253,1708,20,31151.685957888,1656.53454094772,1687.60375688185,8282.67270473859,1687.60375688185,184.832755043498,-10155.1092166639,4,0,0.4,"False","med"
10254,1709,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,19,0,0,"False","med"
10255,1709,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
10256,1709,14,160430.244378169,145494.658142081,37332.9959266883,727473.290710407,37332.9959266883,183.651488483725,-764989.938125579,78,0.7,0.1,"False","med"
10257,1709,16,104542.951719062,46681.6980448668,22138.7642515547,233408.490224334,22138.7642515547,193.883362247825,-255741.137838136,2,0,0.2,"False","med"
10258,1709,18,67433.1180788818,26914.6007258062,8562.42051551939,134573.003629031,8562.42051551939,167.084056195628,-143302.508200746,22,0.2,0,"False","med"
10259,1709,20,49428.3933651561,26476.6178786543,5998.78312875841,132383.089393271,5998.78312875841,179.847170243919,-138561.719692274,1,0,0.1,"False","med"
10260,1710,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,114,0,0,"False","bad"
10261,1710,12,166896.94570482,20056.0783874875,21410.1367999762,100280.391937437,21410.1367999762,207.919554251731,-121898.448291665,3,0,0.3,"False","bad"
10262,1710,14,84478.1302167157,2567.43258849259,3931.83938222166,12837.1629424629,3931.83938222166,172.786960608563,-16941.7892852932,86,0.7,0.9,"False","bad"
10263,1710,16,42552.1820016854,189.25542080662,580.842651344423,946.2771040331,580.842651344423,228.711509676904,-1755.83126505443,3,0,0.3,"False","bad"
10264,1710,18,21484.5031630268,40.2516799792021,83.3438660065911,201.258399896011,83.3438660065911,270.497831634258,-555.10009753686,71,0.6,0.5,"False","bad"
10265,1710,20,10850.7150666836,7.29111010277911,12.8011911303278,36.4555505138955,12.8011911303278,188.096407569247,-237.35314921347,0,0,0,"False","bad"
10266,1711,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,37,0,0,"False","med"
10267,1711,12,123999.04266643,152709.790924686,26493.016296811,763548.954623431,26493.016296811,235.373074978783,-790277.343995221,5,0,0.5,"False","med"
10268,1711,14,117079.153453743,94351.8335767556,25027.7536938742,471759.167883778,25027.7536938742,180.963807996094,-496967.885385648,23,0.2,0.1,"False","med"
10269,1711,16,88345.4938072218,51715.0414309724,17215.2736897162,258575.207154862,17215.2736897162,248.504477082498,-276038.985321661,6,0,0.6,"False","med"
10270,1711,18,53012.5750698338,16317.8013978133,7208.79795267923,81589.0069890663,7208.79795267923,221.799306052197,-89019.6042477978,4,0,0.4,"False","med"
10271,1711,20,30940.5573633125,7709.96569507034,2913.38087432991,38549.8284753517,2913.38087432991,196.144229148986,-41659.3535788306,5,0,0.5,"False","med"
10272,1712,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,30,0,0,"False","bad"
10273,1712,12,165850.414648556,18419.1786271094,21275.6840589264,92095.8931355472,21275.6840589264,248.504477082498,-113620.081671556,6,0,0.6,"False","bad"
10274,1712,14,83587.8333314927,1883.06485427079,3597.98563071679,9415.32427135396,3597.98563071679,149.102686249499,-13162.4125883203,6,0,0.6,"False","bad"
10275,1712,16,42137.5102773535,207.950267424172,533.696000833532,1039.75133712086,533.696000833532,287.182911882457,-1860.63024983685,7,0,0.7,"False","bad"
10276,1712,18,21269.0968180615,26.8755957055661,74.696341858468,134.377978527831,74.696341858468,251.372546859157,-460.446867245456,4,0,0.4,"False","bad"
10277,1712,20,10743.2337707229,8.23570719245677,11.2181664010161,41.1785359622839,11.2181664010161,219.734477214202,-272.131179577502,2,0,0.2,"False","bad"
10278,1713,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,44,0,0,"False","bad"
10279,1713,12,166896.94570482,20056.0783874875,21410.1367999762,100280.391937437,21410.1367999762,207.919554251731,-121898.448291665,3,0,0.3,"False","bad"
10280,1713,14,84423.2213126307,2483.89889038077,3922.76602776565,12419.4944519039,3922.76602776565,179.030684579858,-16521.2911642494,87,0.7,1,"False","bad"
10281,1713,16,42510.8296985117,161.094278504074,564.373298361226,805.471392520372,564.373298361226,228.711509676904,-1598.5562005585,3,0,0.3,"False","bad"
10282,1713,18,21461.7044269977,35.0356217315998,79.1494290072582,175.178108657999,79.1494290072582,285.380087351802,-539.707625017059,72,0.6,0.6,"False","bad"
10283,1713,20,10838.1704404702,5.06096393415441,11.6423779113204,25.3048196707721,11.6423779113204,219.734477214202,-256.681674796294,2,0,0.2,"False","bad"
10284,1714,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,85,0,0,"False","bad"
10285,1714,12,166190.789253719,18949.4995254556,21320.3630666395,94747.4976272779,21320.3630666395,235.373074978783,-116303.233768896,5,0,0.5,"False","bad"
10286,1714,14,84109.2123611018,2467.20180431645,3737.35136779154,12336.0090215823,3737.35136779154,125.08484659425,-16198.4452359681,14,0.1,0.3,"False","bad"
10287,1714,16,42540.8215155995,465.103506656759,633.960464469755,2325.51753328379,633.960464469755,243.979236657417,-3203.45723441097,4,0,0.4,"False","bad"
10288,1714,18,21488.7704685858,69.3474352223894,110.614708110348,346.737176111947,110.614708110348,325.266473193345,-782.61835741564,32,0.2,1,"False","bad"
10289,1714,20,10850.3527921833,5.66617219958491,16.0758402140538,28.3308609979245,16.0758402140538,235.642161485295,-280.048862697274,3,0,0.3,"False","bad"
10290,1715,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,106,0,0,"False","med"
10291,1715,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
10292,1715,14,157097.980464106,140200.905197961,36856.1605467557,701004.525989807,36856.1605467557,197.687680487631,-738058.374217051,79,0.7,0.2,"False","med"
10293,1715,16,100980.786326533,43212.8328190111,20744.5982923078,216064.164095056,20744.5982923078,193.883362247825,-237002.645749611,2,0,0.2,"False","med"
10294,1715,18,64187.314434345,24254.7330772445,8007.23625809734,121273.665386222,8007.23625809734,180.963807996094,-129461.865452316,23,0.2,0.1,"False","med"
10295,1715,20,42740.2400315323,18016.0035172335,4944.58647021942,90080.0175861674,4944.58647021942,124.751732551039,-95149.3557889379,3,0,0.3,"False","med"
10296,1716,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,71,0,0,"False","bad"
10297,1716,12,166539.872103749,19495.5767539111,21365.1900437225,97477.8837695554,21365.1900437225,221.799306052197,-119064.87311933,4,0,0.4,"False","bad"
10298,1716,14,84404.611288881,2689.35262870073,3851.3257905397,13446.7631435036,3851.3257905397,134.086434890717,-17432.1753689341,37,0.3,0.4,"False","bad"
10299,1716,16,42629.3928176942,383.979775215864,643.277538633465,1919.89887607932,643.277538633465,243.979236657417,-2807.1556513702,4,0,0.4,"False","bad"
10300,1716,18,21544.4084380098,84.446987281515,106.34162995707,422.234936407575,106.34162995707,184.410054263363,-712.986620628007,33,0.3,0,"False","bad"
10301,1716,20,10891.5859684421,27.8224400091044,22.2687915774344,139.112200045522,22.2687915774344,251.372546859157,-412.753538482113,4,0,0.4,"False","bad"
10302,1717,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,13,0,0,"False","bad"
10303,1717,12,166539.872103749,19495.5767539111,21365.1900437225,97477.8837695554,21365.1900437225,221.799306052197,-119064.87311933,4,0,0.4,"False","bad"
10304,1717,14,84342.895190738,2593.16829836644,3842.62642495981,12965.8414918322,3842.62642495981,142.230696246669,-16950.6986130387,38,0.3,0.5,"False","bad"
10305,1717,16,42567.1598830961,328.01949914238,621.799991589748,1640.0974957119,621.799991589748,243.979236657417,-2505.87672395907,4,0,0.4,"False","bad"
10306,1717,18,21506.0107929858,69.858507850357,98.9446624904646,349.292539251785,98.9446624904646,205.72862309975,-653.965824842,34,0.3,0.1,"False","bad"
10307,1717,20,10871.975621359,26.4708335730708,19.5405588632868,132.354167865354,19.5405588632868,188.096407569247,-339.991134297887,0,0,0,"False","bad"
10308,1718,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,108,0,0,"False","bad"
10309,1718,12,166539.872103749,19495.5767539111,21365.1900437225,97477.8837695554,21365.1900437225,221.799306052197,-119064.87311933,4,0,0.4,"False","bad"
10310,1718,14,84283.2297429751,2500.65902094622,3834.01096469649,12503.2951047311,3834.01096469649,150.109537508898,-16487.4156069365,39,0.3,0.6,"False","bad"
10311,1718,16,42518.9037531086,292.815940457052,602.823034499732,1464.07970228526,602.823034499732,228.711509676904,-2295.6142464619,3,0,0.3,"False","bad"
10312,1718,18,21473.8496922299,55.2327110226445,94.5956318941503,276.163555113223,94.5956318941503,299.627104355381,-670.386291362753,73,0.6,0.7,"False","bad"
10313,1718,20,10845.0439059878,7.99742674990527,14.6761705558241,39.9871337495264,14.6761705558241,203.826792943108,-258.490097248459,1,0,0.1,"False","bad"
10314,1719,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,59,0,0,"False","good"
10315,1719,12,57.4168471746421,72.5991508463478,11.0118560674782,72.5991508463478,11.0118560674782,346.532590419552,-430.143597333378,3,0,0.3,"False","good"
10316,1719,14,87.0649636650606,95.157636111124,17.5112246987789,95.157636111124,17.5112246987789,375.167980662932,-487.836841472835,70,0.6,0.4,"False","good"
10317,1719,16,83.9092599139363,70.0992090765544,17.1683553059575,70.0992090765544,17.1683553059575,346.532590419552,-433.800154802064,3,0,0.3,"False","good"
10318,1719,18,70.4607878012358,47.8928566706878,13.6264702710923,47.8928566706878,13.6264702710923,478.250292837577,-539.769619779357,64,0.5,0.9,"False","good"
10319,1719,20,44.3358095507051,16.6045757653769,5.67354031737888,16.6045757653769,5.67354031737888,346.532590419552,-368.810706502308,3,0,0.3,"False","good"
10320,1720,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,59,0,0,"False","good"
10321,1720,12,52.3573402741574,63.6198337405374,10.6300605964892,63.6198337405374,10.6300605964892,369.665510086995,-443.915404424022,4,0,0.4,"False","good"
10322,1720,14,49.4588994164241,39.11548388342,11.4284836397522,39.11548388342,11.4284836397522,494.689052607178,-545.23302013035,54,0.4,1,"False","good"
10323,1720,16,30.1143504094285,10.1645258678652,3.99849136117827,10.1645258678652,3.99849136117827,346.532590419552,-360.695607648595,3,0,0.3,"False","good"
10324,1720,18,19.4527819504329,7.31484412522872,2.22491844883314,7.31484412522872,2.22491844883314,495.593970535617,-505.133733109679,65,0.5,1,"False","good"
10325,1720,20,10.994213009388,2.27871429603423,0.779362200101515,2.27871429603423,0.779362200101515,323.138937079708,-326.197013575844,2,0,0.2,"False","good"
10326,1721,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,59,0,0,"False","med"
10327,1721,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
10328,1721,14,153744.884074949,134882.771300467,36377.489294559,674413.856502334,36377.489294559,211.723872491537,-711003.069669385,80,0.7,0.3,"False","med"
10329,1721,16,97341.7359699092,39642.6457898649,19349.964226801,198213.228949324,19349.964226801,193.883362247825,-217757.076538373,2,0,0.2,"False","med"
10330,1721,18,60915.5318036402,21643.4787792475,7426.77621930586,108217.393896237,7426.77621930586,195,-115839.170115543,24,0.2,0.2,"False","med"
